flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,loyalty_program_level,fleet_type_description,fleet_usage,response_group
703,CLX,IAX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,"bring back the old ""continental"" warm cookie and coffee for dessert. same for the ice cream sundae treats the old ""continental"" overseas flights offered. the nearly freeze dried ice cream and brownie wafer topping was a big let down on my houston-munich and frankfurt-dc legs... beverage selection was very good though.",90+,premier platinum,B737-700,Mainline,member
751,YYX,IAX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-member,B737-900,Mainline,non-member
1842,SFX,IAX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,chicken risotto dish was awful.,70+,premier 1k,B737-900,Mainline,member
1986,IAX,PIX,2022-09-19,Delayed,Early & Ontime,Domestic,they do not need to give a whole can.,80+,non-elite,B737-800,Mainline,member
57,CDX,EWX,2022-09-19,Early & Ontime,Delayed,Atlantic,no_comment,90+,non-elite,B777-300,Mainline,member
34,NRX,LAX,2022-09-19,Delayed,Early & Ontime,Pacific,amount of food was decreased when compared with flight 4 years ago (my last trip to the united states).,80+,premier gold,B787-9,Mainline,member
4897,SHX,DEX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,make sure the plane is stocked with cookies before each flight lol.,90+,non-member,ERJ-145,Express,non-member
2014,SFX,ORX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,not much.,90+,non-member,B777-200,Mainline,non-member
2014,SFX,ORX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,hot meals could be better.,90+,non-elite,B777-200,Mainline,member
731,EWX,ATX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,no food.,90+,non-elite,A319-100,Mainline,member
1802,DEX,LAX,2022-09-21,Early & Ontime,Delayed,Domestic,"everything has cheese, which is bad for lactose intolerant people or vegans.",90+,premier silver,B737-800,Mainline,member
3415,IAX,BTX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,biscoff cookies were not available.,80+,premier 1k,ERJ-175,Express,member
1081,EWX,SJX,2022-09-21,Early & Ontime,Early & Ontime,Latin,the meal was excellent.,80+,non-elite,B737-800,Mainline,member
445,MSX,IAX,2022-09-19,Delayed,Early & Ontime,Domestic,i would like to recieve snacks and coke. not just water and a cookie.,90+,non-member,B737-800,Mainline,non-member
2270,DEX,RDX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,the waffles were overly sweet. could not eat them. my husband's eggs were quite salty.,90+,non-elite,B737-800,Mainline,member
366,CMX,DEX,2022-09-20,Delayed,Delayed,Domestic,pretzels have always had a stale taste - find a new company.,90+,premier silver,A320-200,Mainline,member
660,SEX,DEX,2022-09-18,Delayed,Delayed,Domestic,"good was second class, tasteless not for the thousands i paid for first class.",90+,non-elite,B737-900,Mainline,member
910,ORX,AMX,2022-09-21,Early & Ontime,Early & Ontime,Atlantic,the spanish tempranillo was very good.,80+,non-elite,B787-8,Mainline,member
1026,MEX,IAX,2022-09-21,Early & Ontime,Early & Ontime,Latin,excellent flight staff.,0 to 70,premier platinum,B737-700,Mainline,member
1828,IAX,LAX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,more choices would be nice.,90+,premier gold,B737-800,Mainline,member
2608,LAX,IAX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,would be nice if there was something other than the snack boxes.,90+,premier 1k,B737-800,Mainline,member
795,EWX,SAX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,nice variety.,90+,non-member,B737-800,Mainline,non-member
2200,IAX,DEX,2022-09-22,Early & Ontime,Delayed,Domestic,it ani't the way it [way] used to be.,90+,non-elite,B737-900,Mainline,member
1885,EWX,RSX,2022-09-23,Delayed,Early & Ontime,Domestic,like that i received the entire can of juice.,90+,non-elite,B737-MAX8,Mainline,member
1629,MBX,EWX,2022-09-22,Early & Ontime,Delayed,Latin,no_comment,70+,non-elite,B737-900,Mainline,member
1017,IAX,CUX,2022-09-23,Early & Ontime,Early & Ontime,Latin,as i said above could not order snacks for my friends.,90+,non-member,B737-900,Mainline,non-member
2181,DEX,SFX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,more variety on the snacks.,90+,non-elite,B757-300,Mainline,member
1607,MCX,IAX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,it would be nice to have an entire can of soda or bottle of water to ourselves.,90+,non-member,B737-MAX9,Mainline,non-member
330,DEX,BNX,2022-09-24,Delayed,Delayed,Domestic,they do not have the pre-order now that i reserved option. i was happy with the option.,80+,premier platinum,A320-200,Mainline,member
1506,BZX,DEX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,loved the biscotti!.,90+,non-elite,B737-900,Mainline,member
1741,ORX,RSX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,no_comment,80+,premier 1k,A320-200,Mainline,member
2073,BJX,IAX,2022-09-24,Early & Ontime,Early & Ontime,Latin,yes a beer.,0 to 70,non-member,A319-100,Mainline,non-member
1781,SFX,TPX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,no offer of additional food despite being a first class passenger. tried to pre-order gluten-free meal for wife and it kept kicking me out of the app.,90+,premier silver,B737-800,Mainline,member
260,DEX,MCX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,"i am thankful that on this flight there was the choice of something that did not have sugar. even though pretzels is a carb and it could spike the sugar, so i am thankful the airport stores sell nuts airlines before used to offer a small package of knots. i know everyone's hass to watch the cost but yes the snacks right on the smaller side, thankful for the efficiency and friendliness of the attendance and the efficiency of the plane, mechanics and pilots. super job!.",80+,non-member,B737-800,Mainline,non-member
2360,MCX,EWX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,A320-200,Mainline,member
327,IAX,SEX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,shortage of snack box options.,90+,premier gold,B737-MAX8,Mainline,member
2270,DEX,RDX,2022-09-24,Early & Ontime,Delayed,Domestic,simple and good.,90+,premier silver,B737-800,Mainline,member
355,RSX,ORX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,offer soft alcoholic drinks such as beer and wine at no charge.,90+,non-member,B737-MAX9,Mainline,non-member
695,SFX,KOX,2022-09-24,Early & Ontime,Delayed,Domestic,great improvement from previous flights with business class.,70+,non-member,B737-900,Mainline,non-member
703,CLX,IAX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,you could offer at least more cookies.,90+,non-elite,B737-700,Mainline,member
1797,EWX,ORX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,i would love to have a dr pepper served on united flights!. southwest airlines provides dr pepper. why does not united?.,90+,non-elite,B737-900,Mainline,member
1031,MSX,IAX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,no service in busineess class before the flight. some flight you get device before take off. inconsistent. drink service seemed late and did not come back to ask for a refill. weather was good and no turbulence.,90+,premier silver,B737-MAX8,Mainline,member
2128,DEX,ATX,2022-09-24,Early & Ontime,Delayed,Domestic,"please be more descriptive with the food and stop trying to be so healthy or at least have options. the whole grain buns were gross. the mushy risotto whatever was gross. the spinach throughout, gross. the chicken had good spice, cooked well for a microwave, and plated nicely. tomato sauce was nice. but the rest was just gross and inedible. with a real bread roll or toast and some actual normal pasta that would be a delicious meal. similar to some that lufthansa serve. this was too healthy to be edible.",90+,premier 1k,B737-900,Mainline,member
2044,IAX,RTX,2022-09-24,Delayed,Delayed,Latin,more choices.,0 to 70,non-elite,B737-800,Mainline,member
2292,IAX,MCX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,coffee was hot <😊>.,90+,non-elite,B737-900,Mainline,member
2372,DFX,SFX,2022-09-25,Delayed,Delayed,Domestic,"in the past, there was a separate serving of warm fresh croissants, cinnamon rolls. now you get one dried out croissant with your breakfast meal.",90+,premier gold,A319-100,Mainline,member
5844,CPX,DEX,2022-09-25,Delayed,Delayed,Domestic,too short of a flight for service. that is fine.,90+,non-elite,CRJ-200,Express,member
2454,BIX,DEX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,would still like to pay during flight... i am not going to order food/snacks under current pay system.,90+,non-elite,B737-800,Mainline,member
3707,MSX,ORX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,turbulence kept the service from happening.,90+,non-elite,ERJ-170,Express,member
3436,CMX,EWX,2022-09-26,Delayed,Delayed,Domestic,the selection was good. the quality was poor and gross to drink. both the purchased sparkling wine and complimentary sparkling water.,90+,non-member,ERJ-175,Express,non-member
4465,DCX,ORX,2022-09-26,Delayed,Early & Ontime,Domestic,there should be a light meal served.,90+,non-elite,CRJ-550,Express,member
1902,GUX,IAX,2022-09-26,Early & Ontime,Early & Ontime,Latin,extraordinary flight attendants.,90+,premier 1k,B737-800,Mainline,member
1409,IAX,BZX,2022-09-26,Early & Ontime,Early & Ontime,Latin,i had not received the option to preorder in the past. great feature - makes for a satisfying in flight meal experience.,90+,non-elite,B737-800,Mainline,member
2343,DEX,MFX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,"i like it when i get the whole can, not just a pour...some flights yes some no.",70+,non-elite,B737-800,Mainline,member
510,FCX,EWX,2022-09-26,Delayed,Delayed,Atlantic,no_comment,90+,non-member,B777-200,Mainline,non-member
510,FCX,EWX,2022-09-26,Delayed,Delayed,Atlantic,i thought maybe a sherbet would have been a bit better.,90+,non-member,B777-200,Mainline,non-member
3019,CDX,IAX,2022-09-26,Delayed,Delayed,Atlantic,no_comment,90+,non-elite,B777-200,Mainline,member
1824,SFX,DEX,2022-09-25,Early & Ontime,Delayed,Domestic,loved the champagne welcome as we were getting seated.,90+,premier silver,B737-MAX9,Mainline,member
3463,ORX,CVX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,there were not any. we got in early so i do not really care.,90+,non-elite,ERJ-170,Express,member
1408,IAX,LAX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,please give bottle so that i may mix my own drink.,80+,premier silver,B737-700,Mainline,member
998,ACX,IAX,2022-09-26,Early & Ontime,Early & Ontime,Atlantic,food was so tasty and seasoned so well!. dessert option was not the best. it was ice cream. i am lactose intolérant. no to the dasani water.,90+,non-member,B787-8,Mainline,non-member
85,EWX,TLX,2022-09-26,Early & Ontime,Delayed,Atlantic,the food and beverages were ok.,0 to 70,non-elite,B787-10,Mainline,member
1111,OGX,LAX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,tasty snacks.,80+,non-member,B737-MAX9,Mainline,non-member
1046,DEX,IAX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,"i pre ordered my breakfast but then was informed my selection was not available. nor was the second alternative available. the last alternative was something i did not want. no fault of the flight attendant, but why give passengers the option to pre order when what they select is not available?.",90+,non-member,B737-900,Mainline,non-member
58,EWX,CDX,2022-09-27,Early & Ontime,Delayed,Atlantic,the selection and availability needs improvement.,90+,non-elite,B777-300,Mainline,member
1935,LAX,DEX,2022-09-27,Delayed,Early & Ontime,Domestic,a 1st class seat should have better food or snack options.,90+,premier silver,B737-MAX9,Mainline,member
1206,KOX,LAX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,the chicken dinner was surprisingly tasty. we ate all of it.,90+,non-elite,B737-900,Mainline,member
901,LHX,SFX,2022-09-27,Early & Ontime,Early & Ontime,Atlantic,"the selection was good. it is a business class meal, maybe bring back a proper appetizer, bread basket, etc. the salad offered with the meal was very unappetizing. it had a dressing in the bottom of the bowl with the salad on top. probably the worst attempt at a salad on a plane i have had.",0 to 70,premier 1k,B777-200,Mainline,member
4340,IAX,ROX,2022-09-26,Early & Ontime,Delayed,Domestic,i realize it is a short flight but would prefer higher quality snack options for sale.,80+,non-elite,ERJ-145,Express,member
791,ORX,YVX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,only one drink service on a 4 hour flight seemed paltry.,0 to 70,premier gold,B737-MAX9,Mainline,member
2416,RNX,DEX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,not much i can say about complimentary snacks. they are pretty chinsey.,80+,non-member,A320-200,Mainline,non-member
513,MIX,IAX,2022-09-27,Early & Ontime,Delayed,Domestic,i like that i was offered the can instead of just the small cup for my beverage.,90+,non-member,B737-700,Mainline,non-member
265,SAX,DEX,2022-09-28,Delayed,Delayed,Domestic,"pretty ordinary selection of food..... i think we can do better..... cheese cracker, snickers, m&ms, beef jerky, pop corn etc......",70+,premier platinum,A320-200,Mainline,member
2684,ORX,SAX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,A320-200,Mainline,member
1236,DEX,DFX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,no cookies or pretzels anymore with flight time \< 90 minutes?. i used to enjoy a stroopwaffel between dfw & iah. sad for this development.,90+,non-member,B737-900,Mainline,non-member
5670,ORX,DSX,2022-09-26,Delayed,Delayed,Domestic,none setved.,90+,non-elite,CRJ-200,Express,member
2312,ORX,MSX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,cups were filled halfway with lots of ice.,80+,non-elite,B737-900,Mainline,member
5283,LNX,ORX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,a little bag of something on the chicago to atlanta portion of the trip would have been nice.,80+,non-member,ERJ-175,Express,non-member
595,DEX,PHX,2022-09-29,Early & Ontime,Delayed,Domestic,i am 82. i remember the days of nice snacks and meals.,90+,non-elite,B737-900,Mainline,member
6095,IAX,MSX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,i did not hear. missed the part where i could have ordered a snack in advance. so consequently i only had the onboard snack to choose from. the pretzels tasted stale to me.,90+,non-elite,ERJ-175,Express,member
537,EWX,SFX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,i appreciated having the choice of ice or not and of a cup or can.,90+,non-elite,B777-200,Mainline,member
537,EWX,SFX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,i was in premium economy and i did not think they had a limitation on wine?.,90+,premier 1k,B777-200,Mainline,member
1689,IAX,IAX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,food offering in first class not up to par w other competitors.,90+,premier 1k,A319-100,Mainline,member
42,FCX,EWX,2022-09-30,Early & Ontime,Early & Ontime,Atlantic,no pre dinner drinks were offered.,90+,non-elite,B777-300,Mainline,member
